time,run_id,utilization,ambient_temp,room_temp,cooling_power,carbon_intensity
0.0,0,0.6914213562373095,28.59619407771256,22.0,145.06830433096786,425.0
0.08333333333333333,0,0.6883026111564539,28.49483486258475,21.69831050069355,144.7893121957081,423.2889892027449
0.16666666666666666,0,0.685118041523132,28.391336349501792,21.396138877516346,144.50595636548087,421.55737519115297
0.25,0,0.6818691630200138,28.285747798150446,21.093435849438176,144.21845328151306,419.8059821197101
0.3333333333333333,0,0.6785575219373079,28.178119462962503,20.790153671389607,26.606754902501475,418.035643556663
0.41666666666666663,0,0.6751846944368118,28.068502569196383,21.233751694757196,26.53296799233101,416.2472020872863
0.5,0,0.6717522858017442,27.956949288556686,21.671712946085744,26.45830666644163,414.441508912858
0.5833333333333333,0,0.6682619296727165,27.843512714363282,22.10402737249469,26.382824859581504,412.61942344553313
0.6666666666666666,0,0.6647152872702093,27.7282468362818,22.530686290465557,26.30657630319833,410.7818128993101
0.75,0,0.6611140466039205,27.611206514627415,22.951682398733734,26.229614466379186,408.92955187728455
0.8333333333333333,0,0.6574599216693647,27.492447454254354,23.36700979046421,142.10796999707918,407.0635219553846
0.9166666666666666,0,0.6537546516321043,27.37202617804339,23.029158418409498,141.7950527161101,405.1846112627893
1.0,0,0.65,27.25,22.690597540452828,141.47991543340382,403.29371405922683
1.0833333333333333,0,0.6461977537838777,27.126426997976022,22.35129249701796,141.1627656664747,401.3917303093556
1.1666666666666665,0,0.6423497226470067,27.001365986027718,22.01121028367786,140.84380885463554,399.47956525442925
1.25,0,0.6384577380438002,26.874876486423506,21.670319558218758,140.52324818464746,397.55812898145155
1.3333333333333333,0,0.6345236523481399,26.747018701314545,21.32859064697052,140.2012844269509,395.6283359900238
1.4166666666666665,0,0.6305493379717475,26.61785348408179,20.985995550399924,25.59452894561299,393.69110475709243
1.5,0,0.6265366864730179,26.48744231037308,21.39001349426012,25.513484434950573,391.7473572998046
1.5833333333333333,0,0.6224876076567404,26.35584724884406,21.788147498885497,25.432235735770494,389.7980187366768
1.6666666666666665,0,0.6184040286651339,26.22313093161685,22.180407615143462,25.350830267440347,387.8440168472892
1.75,0,0.6142878930606324,26.08935652447055,22.566805363704635,25.26931467969844,385.8862816307128
1.8333333333333333,0,0.6101411599008546,25.95458769677777,22.947353738369216,25.187734827165446,383.9257448628802
1.9166666666666665,0,0.6059658028061985,25.81888859120145,23.322067208633715,137.92454298518032,381.96333965311044
2.0,0,0.6017638090205041,25.682323793166383,22.943456175200875,137.59824653883436,380.0
2.083333333333333,0,0.5975371784652347,25.544958300120125,22.564010405840417,137.2722233314142,378.0366603468895
2.1666666666666665,0,0.5932879227876205,25.406857490597666,22.183715803086628,136.9466432316907,376.07425513711974
2.25,0,0.5890180644032257,25.268087093104835,21.802559967109616,136.62167255985997,374.11371836928714
2.333333333333333,0,0.5847296355333861,25.128713154835044,21.420532193021383,136.2974740404735,372.15598315271075
2.4166666666666665,0,0.5804246772379834,24.98880201023446,21.037623467432333,135.97420676355773,370.20198126332315
2.5,0,0.5761052384440103,24.848420249430333,20.653826464259428,24.538006538404908,368.25264270019534
2.583333333333333,0,0.571773374970393,24.70763468653777,21.016641086083958,24.457770986556206,366.3088952429075
2.6666666666666665,0,0.5674311485495316,24.566512327859776,21.373591023652747,24.377882042957843,364.3716640099762
2.75,0,0.5630806258460287,24.42512033999593,21.724706982039073,24.29837578663908,362.4418710185484
2.833333333333333,0,0.5587238774730672,24.28352601787468,22.07002111012935,24.21928736738749,360.52043474557075
2.9166666666666665,0,0.5543629770069123,24.141796752724648,22.409566994178075,24.14065100666291,358.6082696906444
3.0,0,0.55,24.0,22.74337965061983,24.0625,356.7062859407731
3.083333333333333,0,0.5456370229930879,23.858203247275355,23.07149551814214,133.4394668832726,354.8153887372107
3.1666666666666665,0,0.5412761225269328,23.716473982125315,22.646446902727046,133.1311305022313,352.93647804461534
3.25,0,0.5369193741539713,23.57487966000407,22.220745403074023,132.8251130402539,351.07044812271545
3.333333333333333,0,0.5325688514504684,23.43348767214022,21.794398667895173,132.52153306853566,349.2181871006898
3.4166666666666665,0,0.5282266250296073,23.292365313462234,21.367415948424526,132.22050558065035,347.3805765544668
3.5,0,0.5238947615559897,23.151579750569663,20.939808085407503,23.605535507791487,345.55849108714193
